area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg,industry_name,treatment_group,source_file,quarter_date,year_quarter,treatment_period,post_tariff,avg_monthly_employment,log_employment,log_wages,log_avg_weekly_wage,treated,treated_post
45045,5,3311,76,0,2020,3,,4,16,15,15,142087,605,3,713,,2.89,0.11,0.1,0.1,0.05,0.01,0.0,0.54,,-1,-20.0,0,0.0,-1,-6.2,-1,-6.2,-11910,-7.7,-36244,-98.4,-330,-99.1,-27,-3.6,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,15.333333333333334,2.7300291078209855,11.864194825030387,6.569481420414296,1,1
45999,5,3311,76,0,2020,3,,8,6,6,6,216295,0,0,2773,,4.83,0.17,0.17,0.17,0.22,0.0,0.0,1.33,,-1,-11.1,-1,-14.3,-1,-14.3,-1,-14.3,441,0.2,-14000,-100.0,-153,-100.0,401,16.9,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,6.0,1.791759469228055,12.284398495631438,7.927685045615778,1,1
47000,5,3311,56,0,2020,3,,32,1420,1436,1435,25808338,813350,14767,1388,,2.16,0.86,0.86,0.87,0.86,2.14,2.77,0.99,,4,14.3,-63,-4.2,-52,-3.5,-82,-5.4,989680,4.0,48094,6.3,-3452,-18.9,112,8.8,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,1430.3333333333333,7.265662796323415,17.066208175975564,7.23561914106675,1,1
47065,5,3311,76,0,2020,3,,5,115,129,126,1691231,46279,354,1055,,5.51,1.01,1.14,1.12,0.81,1.78,1.1,0.74,N,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,123.33333333333333,4.814890716970161,14.34096722410987,6.961296045910167,1,1
48000,5,3311,56,0,2020,3,,111,4739,4766,4715,80705682,3478411,54079,1310,,1.76,0.69,0.7,0.7,0.58,1.87,1.52,0.83,,-1,-0.9,-233,-4.7,-224,-4.5,-219,-4.4,-7248160,-8.2,-663041,-16.0,-40266,-42.7,-53,-3.9,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,4740.0,8.463792414689122,18.20631953968352,7.177782416195197,1,1
48113,5,3311,76,0,2020,3,,6,138,140,140,2545522,183816,3201,1405,,0.86,0.15,0.15,0.15,0.11,0.68,0.57,0.76,,1,20.0,101,273.0,103,278.4,104,288.9,1943805,323.0,176844,2536.5,2977,1329.0,143,11.3,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,139.33333333333334,4.936869143856646,14.74984629498999,7.247792581767846,1,1
48141,5,3311,76,0,2020,3,,5,432,424,429,6634777,266782,3612,1192,,3.69,2.55,2.49,2.53,2.69,5.68,4.64,1.07,,1,25.0,19,4.6,23,5.7,29,7.2,865077,15.0,119647,81.3,1708,89.7,95,8.7,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,428.3333333333333,6.059901708661211,15.70783561553781,7.083387847625295,1,1
48201,5,3311,76,0,2020,3,,32,996,1018,1020,13956822,809587,11573,1062,,3.1,0.79,0.81,0.83,0.47,2.58,1.67,0.58,,-1,-3.0,-189,-15.9,-160,-13.6,-161,-13.6,-2488526,-15.1,-343554,-29.8,-10532,-47.6,-9,-0.8,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,1011.3333333333334,6.919024871240368,16.45147897895241,6.967909201801884,1,1
48439,5,3311,76,0,2020,3,,4,53,49,50,504357,6184,166,766,,1.0,0.11,0.1,0.1,0.05,0.05,0.07,0.5,N,-1,-20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,50.666666666666664,3.9252682321781664,13.131039629637186,6.641182169740591,1,1
48999,5,3311,76,0,2020,3,,6,6,5,5,202787,3000,57,2925,,1.6,0.04,0.03,0.03,0.04,0.04,0.02,1.16,,0,0.0,-15,-71.4,-17,-77.3,-21,-80.8,-170298,-45.6,-41015,-93.2,-100,-63.7,1677,134.4,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,5.333333333333333,1.6739764335716716,12.219911446080406,7.981049759665957,1,1
49000,5,3311,56,0,2020,3,,10,528,529,542,14469789,787058,4251,2088,,1.03,0.61,0.61,0.63,0.93,0.67,0.68,1.5,N,-1,-9.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,533.0,6.278521424165844,16.487573516607778,7.643961949002529,1,1
51000,5,3311,56,0,2020,3,,12,1005,1001,989,19257937,176458,3730,1484,,0.49,0.47,0.47,0.47,0.42,0.36,0.61,0.9,,1,9.1,20,2.0,34,3.5,16,1.6,316509,1.7,-189375,-51.8,-3220,-46.3,-10,-0.7,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,998.3333333333334,6.90608722188144,16.773433845409272,7.302496423727326,1,1
53000,5,3311,56,0,2020,3,,15,145,152,155,2185962,1563505,7059,1116,,0.68,0.08,0.08,0.08,0.04,0.46,0.18,0.55,,-4,-21.1,-5,-3.3,-6,-3.8,-10,-6.1,163102,8.1,-35397,-2.2,-7741,-52.3,129,13.1,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,150.66666666666666,5.015069891164122,14.597566564218948,7.017506142941256,1,1
54000,5,3311,56,0,2020,3,,9,1724,1749,1744,32567098,488489,9635,1441,,2.05,4.84,4.86,4.76,5.55,3.92,2.33,1.15,,0,0.0,-129,-7.0,-118,-6.3,-116,-6.2,-1056214,-3.1,-19038,-3.8,-1680,-14.8,50,3.6,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,1739.0,7.461065514354283,17.2988130728836,7.273092595999522,1,1
55000,5,3311,56,0,2020,3,,6,241,245,246,4192939,117950,1907,1322,,0.39,0.15,0.16,0.16,0.15,0.2,0.14,0.99,,0,0.0,-30,-11.1,-25,-9.3,-18,-6.8,-878465,-17.3,-135414,-53.4,-3947,-67.4,-132,-9.1,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,244.0,5.497168225293202,15.24891247799079,7.186901020411631,1,1
72000,5,3311,56,0,2020,3,,13,228,232,236,1240766,262210,10220,411,,3.31,0.49,0.49,0.5,0.27,3.12,3.34,0.55,,0,0.0,-42,-15.6,-37,-13.8,-37,-13.6,-230013,-15.6,-175923,-40.2,-3218,-23.9,-7,-1.7,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,232.0,5.44673737166631,14.031239488792696,6.018593214496234,1,1
C1206,5,3311,46,0,2020,3,,17,532,525,535,10101640,155947,1200,1464,,1.17,0.37,0.36,0.37,0.33,0.32,0.16,0.89,,-1,-5.6,-31,-5.5,-28,-5.1,-33,-5.8,-459813,-4.4,-76607,-32.9,-1863,-60.8,17,1.2,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,530.6666666666666,6.2741340777362185,16.128208344867517,7.288927694521257,1,1
C1242,5,3311,46,0,2020,3,,4,58,58,49,749933,11670,141,1049,,0.71,0.1,0.1,0.08,0.05,0.08,0.05,0.57,,0,0.0,-8,-12.1,-11,-15.9,-15,-23.4,-1049,-0.1,-26743,-69.6,-696,-83.2,178,20.4,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,55.0,4.007333185232471,13.5277391481887,6.955592608396297,1,1
C1254,5,3311,46,0,2020,3,,4,40,35,39,451836,26054,1447,915,,2.13,0.23,0.19,0.21,0.14,0.39,0.33,0.69,,0,0.0,11,37.9,5,16.7,4,11.4,76594,20.4,4890,23.1,740,104.7,-6,-0.7,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,38.0,3.6375861597263857,13.021074561116556,6.818924065275521,1,1
C1382,5,3311,46,0,2020,3,,8,1444,1445,1442,29790326,1396361,53295,1587,,3.06,5.29,5.3,5.38,5.8,21.44,58.64,1.09,,0,0.0,7,0.5,-10,-0.7,-21,-1.4,-4735785,-13.7,566461,68.3,11712,28.2,-243,-13.3,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,1443.6666666666667,7.274941452546517,17.209694267899142,7.369600720526409,1,1
C1446,5,3311,46,0,2020,3,,4,17,17,15,289396,33736,970,1363,,0.27,0.01,0.01,0.01,0.01,0.04,0.04,0.62,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,16.333333333333332,2.793208009442517,12.575551271383931,7.217443431696533,1,1
C1674,5,3311,46,0,2020,3,,10,548,540,545,9040921,777461,3521,1278,,1.52,0.82,0.8,0.82,0.67,1.39,0.8,0.82,,0,0.0,-12,-2.1,-17,-3.1,-14,-2.5,-522856,-5.5,142307,22.4,-1501,-29.9,-39,-3.0,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,544.3333333333334,6.299561804302355,16.017271607709866,7.15305163493748,1,1
C1686,5,3311,46,0,2020,3,,5,115,129,126,1691231,46279,354,1055,,4.37,0.84,0.94,0.92,0.7,1.39,0.83,0.78,N,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,123.33333333333333,4.814890716970161,14.34096722410987,6.961296045910167,1,1
C1698,5,3311,46,0,2020,3,,43,13572,13671,13623,294531831,1063989,32822,1663,,1.99,5.7,5.73,5.74,5.58,1.26,1.54,0.97,,-5,-10.4,-2030,-13.0,-1917,-12.3,-1849,-12.0,-96160342,-24.6,-1601770,-60.1,-25333,-43.6,-269,-13.9,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,13622.0,9.519441411801264,19.500897640104807,7.416378479192928,1,1
C1714,5,3311,46,0,2020,3,,10,2924,3044,3072,57187721,841819,14036,1460,,2.04,5.09,5.27,5.38,4.85,5.29,3.67,0.92,,2,25.0,-113,-3.7,26,0.9,61,2.0,-2000566,-3.4,-282806,-25.1,-5403,-27.8,-47,-3.1,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,3013.3333333333335,8.010802164718113,17.861849765473423,7.286191714702382,1,1
C1746,5,3311,46,0,2020,3,,11,1950,2064,2017,40866001,46811,1617,1564,,2.26,3.55,3.77,3.75,3.87,0.35,0.43,1.05,,-1,-8.3,-442,-18.5,-335,-14.0,-386,-16.1,-18976107,-31.7,-607856,-92.8,-19003,-92.2,-356,-18.5,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,2010.3333333333333,7.606055824782877,17.52580900392173,7.355001921105257,1,1
C1910,5,3311,46,0,2020,3,,15,363,371,370,5327062,423907,4671,1114,,0.9,0.18,0.19,0.19,0.12,0.75,0.43,0.66,,-3,-16.7,71,24.3,87,30.6,84,29.4,1243789,30.5,-44620,-9.5,1031,28.3,21,1.9,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,368.0,5.908082938168931,15.488310424652505,7.01571242048723,1,1
C1982,5,3311,46,0,2020,3,,29,2590,2844,2687,72668893,340329,15007,2065,,3.19,2.58,2.8,2.66,3.37,1.22,1.37,1.26,,0,0.0,-1395,-35.0,-1143,-28.7,-1253,-31.8,-10430750,-12.6,-565762,-62.4,-17812,-54.3,455,28.3,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,2707.0,7.903596289614301,18.10142396923061,7.632885505395133,1,1
C2134,5,3311,46,0,2020,3,,5,432,424,429,6634777,266782,3612,1192,,3.67,2.54,2.48,2.51,2.67,5.66,4.63,1.07,,1,25.0,19,4.6,23,5.7,29,7.2,865077,15.0,119647,81.3,1708,89.7,95,8.7,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,428.3333333333333,6.059901708661211,15.70783561553781,7.083387847625295,1,1
C2642,5,3311,46,0,2020,3,,42,1109,1126,1123,15754290,931423,13880,1083,,2.95,0.68,0.69,0.7,0.43,2.23,1.55,0.62,,-3,-6.7,-226,-16.9,-195,-14.8,-196,-14.9,-3185267,-16.8,-352710,-27.5,-11717,-45.8,-17,-1.5,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,1119.3333333333333,7.020488548969376,16.572623267099342,6.9874902470009905,1,1
C3108,5,3311,46,0,2020,3,,32,210,203,194,3264016,133955,4229,1241,,0.58,0.07,0.07,0.06,0.04,0.2,0.14,0.68,,-3,-8.6,-55,-20.8,-65,-24.3,-73,-27.3,-596172,-15.4,-218593,-62.0,-8155,-65.9,127,11.4,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,202.33333333333334,5.309916502391388,14.998468897014904,7.123672785204607,1,1
C3114,5,3311,46,0,2020,3,,10,282,278,277,4744223,78266,1191,1308,,3.04,0.82,0.79,0.8,0.75,0.7,0.5,0.93,,2,25.0,-12,-4.1,-13,-4.5,-18,-6.1,-500306,-9.5,-59490,-43.2,-3,-0.3,-67,-4.9,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,279.0,5.631211781821365,15.372438225300279,7.176254532017144,1,1
C3282,5,3311,46,0,2020,3,,4,197,198,194,2961594,244556,5127,1160,,1.62,0.59,0.58,0.58,0.46,2.79,4.95,0.8,N,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,196.33333333333334,5.279813894983477,14.901238194867389,7.05617528410041,1,1
C3310,5,3311,46,0,2020,3,,8,31,31,31,505814,25675,174,1255,,0.38,0.02,0.02,0.02,0.02,0.09,0.06,0.83,,-3,-27.3,-18,-36.7,-18,-36.7,-18,-36.7,-364298,-41.9,-96233,-78.9,-2006,-92.0,-111,-8.1,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,31.0,3.4339872044851463,13.133924291759424,7.134890851565884,1,1
C3366,5,3311,46,0,2020,3,,3,1668,1673,1678,37284534,194824,2529,1714,,3.35,17.86,17.85,18.16,23.3,8.3,5.98,1.3,,0,0.0,-136,-7.5,-110,-6.2,-72,-4.1,-4679731,-11.2,-368964,-65.4,-4456,-63.8,-101,-5.6,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,1673.0,7.422373700986824,17.434089160558205,7.446585099157725,1,1
C3562,5,3311,46,0,2020,3,,22,525,537,550,13721886,2569598,76943,1964,,0.4,0.11,0.11,0.11,0.11,0.9,1.11,0.93,,0,0.0,-107,-16.9,-73,-12.0,-56,-9.2,-511060,-3.6,-491893,-16.1,-23614,-23.5,187,10.5,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,537.3333333333334,6.286618634398464,16.434502634371615,7.582738488914411,1,1
C3798,5,3311,46,0,2020,3,,9,658,659,657,13620034,128775,4265,1592,,0.62,0.45,0.45,0.44,0.41,0.19,0.21,0.91,,-1,-10.0,-60,-8.4,-64,-8.9,-63,-8.8,-1901476,-12.3,-164529,-56.1,-8808,-67.4,-66,-4.0,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,658.0,6.489204931325317,16.42705235501145,7.3727463664043285,1,1
C3830,5,3311,46,0,2020,3,,27,4933,4868,4794,88114640,569983,29497,1393,,4.91,8.36,8.26,8.17,7.39,3.85,4.19,0.89,,0,0.0,-766,-13.4,-854,-14.9,-902,-15.8,-25008201,-22.1,-1655450,-74.4,-135228,-82.1,-132,-8.7,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,4865.0,8.489821994620105,18.29414925190227,7.239214973779806,1,1
C3890,5,3311,46,0,2020,3,,6,820,816,770,16755377,4888334,115057,1607,,0.73,1.29,1.28,1.22,1.18,4.63,5.73,0.94,,-2,-25.0,-232,-22.1,-265,-24.5,-352,-31.4,-6084149,-26.6,-2702180,-35.6,-109423,-48.7,-12,-0.7,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,802.0,6.687108607866515,16.634229779646457,7.382124365737512,1,1
C4014,5,3311,46,0,2020,3,,21,1386,1362,1352,27528444,196207,8764,1549,,1.8,1.69,1.64,1.64,1.9,1.01,0.98,1.15,,2,10.5,-194,-12.3,-211,-13.4,-205,-13.2,-3715754,-11.9,-289736,-59.6,-9845,-52.9,18,1.2,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,1366.6666666666667,7.22012996402429,17.13073035536164,7.3453648404168685,1,1
C4198,5,3311,46,0,2020,3,,10,153,157,159,924396,170127,6350,455,,3.74,0.45,0.47,0.47,0.27,2.93,3.02,0.57,,0,0.0,-73,-32.3,-70,-30.8,-67,-29.6,-294580,-24.2,-244010,-58.9,-6228,-49.5,41,9.9,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,156.33333333333334,5.05199047977817,13.736895830241888,6.12029741895095,1,1
C4966,5,3311,46,0,2020,3,,9,1021,952,938,15573836,50034,2547,1235,,8.06,9.28,8.71,8.62,9.77,1.59,2.53,1.1,,0,0.0,-158,-13.4,-223,-19.0,-225,-19.3,-6804125,-30.4,-632129,-92.7,-44320,-94.6,-233,-15.9,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,970.3333333333334,6.877639655077513,16.56110288469249,7.118826249062078,1,1
US000,5,3311,16,0,2020,3,,898,78538,78966,78648,1639610781,37522124,760243,1602,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-14,-1.5,-7478,-8.7,-6993,-8.1,-6891,-8.1,-249226282,-13.2,-17639870,-32.0,-780303,-50.7,-91,-5.4,Iron and Steel,treatment,Iron_steel_2020_Q3.csv,2020-07-01,2020Q3,trump_era,1,78717.33333333333,11.2736186558136,21.21772472195708,7.379008127628304,1,1
01000,5,313,55,0,2021,3,,31,5284,5216,5083,62243980,4843892,164243,922,,0.9,4.0,3.97,3.88,4.32,3.01,7.67,1.09,,-2,-6.1,726,15.9,473,10.0,145,2.9,10774790,20.9,2198594,83.1,75536,85.2,88,10.6,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,5194.333333333333,8.555323566777504,17.946572381805375,6.826545223556594,0,0
01071,5,313,75,0,2021,3,,4,684,677,654,6215037,498267,17945,712,,15.26,67.94,67.51,65.3,70.9,45.44,111.46,1.06,,0,0.0,-8,-1.2,-46,-6.4,-68,-9.4,318398,5.4,-57711,-10.4,-10505,-36.9,75,11.8,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,671.6666666666666,6.509762185712674,15.642482236247924,6.568077911411976,0,0
04000,5,313,55,0,2021,3,,14,141,139,136,3124964,62086,5288,1734,,0.31,0.07,0.07,0.07,0.13,0.03,0.13,1.82,,0,0.0,-10,-6.6,-12,-7.9,-18,-11.7,-466695,-13.0,-54437,-46.7,3358,174.0,-84,-4.6,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,138.66666666666666,4.932072971593153,14.954933321086283,7.458186157340487,0,0
04013,5,313,75,0,2021,3,,10,102,101,101,2688188,12359,356,2041,,0.34,0.07,0.07,0.07,0.15,0.01,0.01,2.04,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,101.33333333333333,4.618415412738112,14.804377918655646,7.621195162809845,0,0
05000,5,313,55,0,2021,3,,17,140,147,148,2172660,220754,2258,1153,,0.73,0.18,0.18,0.18,0.27,0.18,0.18,1.46,,7,70.0,5,3.7,9,6.5,10,7.2,299959,16.0,139752,172.5,744,49.1,102,9.7,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,145.0,4.976733742420574,14.59146278128093,7.050122520269059,0,0
05119,5,313,75,0,2021,3,,3,6,6,6,23372,5229,16,300,,0.86,0.04,0.04,0.04,0.01,0.02,0.01,0.33,N,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,6.0,1.791759469228055,10.059294003674328,5.703782474656201,0,0
05999,5,313,75,0,2021,3,,4,3,3,4,68586,1833,57,1583,,1.11,0.12,0.11,0.15,0.17,0.03,0.04,1.32,N,3,300.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,3.3333333333333335,1.2039728043259361,11.135843711253834,7.367077059881012,0,0
06000,5,313,55,0,2021,3,,309,4888,4860,4852,67283283,2658973,78186,1063,,0.76,0.43,0.42,0.42,0.35,0.19,0.19,0.82,,0,0.0,-289,-5.6,-305,-5.9,-329,-6.4,-1061338,-1.6,-1653554,-38.3,-64581,-45.2,47,4.6,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,4866.666666666667,8.490164519028319,18.02442236851458,6.968850378341948,0,0
06001,5,313,75,0,2021,3,,6,44,38,39,1043717,15490,571,1991,,0.37,0.09,0.07,0.08,0.11,0.03,0.04,1.4,N,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,40.333333333333336,3.6971782569286313,13.858298937880916,7.596392304064196,0,0
06013,5,313,75,0,2021,3,,4,14,13,14,239214,16408,513,1346,,0.47,0.06,0.05,0.06,0.06,0.06,0.07,1.1,,0,0.0,0,0.0,1,8.3,2,16.7,-36546,-13.3,11526,236.1,368,253.8,-329,-19.6,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,13.666666666666666,2.614959778036198,12.385113827773985,7.204892510204673,0,0
06019,5,313,75,0,2021,3,,4,22,23,25,231429,27842,1357,763,,0.42,0.08,0.09,0.09,0.08,0.08,0.11,0.95,N,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,23.333333333333332,3.1498829533812494,12.35202841000339,6.637258031284457,0,0
06037,5,313,75,0,2021,3,,202,3557,3536,3529,46079068,1724059,46020,1001,,1.57,1.24,1.23,1.23,1.07,0.51,0.47,0.87,,-3,-1.5,-148,-4.0,-159,-4.3,-198,-5.3,41265,0.1,-1912779,-52.6,-72784,-61.3,46,4.8,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,3540.6666666666665,8.172070312314235,17.645869348452923,6.90875477931522,0,0
06059,5,313,75,0,2021,3,,22,553,554,559,8132846,262975,5938,1127,,0.68,0.53,0.53,0.54,0.52,0.21,0.17,0.99,,0,0.0,9,1.7,7,1.3,0,0.0,1422141,21.2,58767,28.8,1287,27.7,188,20.0,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,555.3333333333334,6.3195685340586785,15.911421481767377,7.027314514039777,0,0
06067,5,313,75,0,2021,3,,5,11,11,11,126465,0,0,884,,0.32,0.02,0.02,0.02,0.02,0.0,0.0,0.8,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,11.0,2.3978952727983707,11.747720869024885,6.784457062637643,0,0
06073,5,313,75,0,2021,3,,10,196,190,181,2411411,155359,4153,981,,0.34,0.2,0.2,0.19,0.17,0.15,0.14,0.85,,0,0.0,-4,-2.0,-15,-7.3,-7,-3.7,83795,3.6,115938,294.1,2846,217.8,75,8.3,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,189.0,5.241747015059643,14.695722611320365,6.8885724595653635,0,0
08000,5,313,55,0,2021,3,,15,40,38,36,517589,100341,2036,1048,,0.27,0.02,0.02,0.02,0.02,0.02,0.03,0.97,,2,15.4,5,14.3,7,22.6,0,0.0,-114564,-18.1,49056,95.7,1279,169.0,-382,-26.7,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,38.0,3.6375861597263857,13.156936770011008,6.954638864880987,0,0
09000,5,313,55,0,2021,3,,21,620,640,624,9734082,969052,39510,1192,,0.65,0.58,0.6,0.58,0.61,0.46,0.78,1.04,,1,5.0,-16,-2.5,32,5.3,3,0.5,1270276,15.0,339684,54.0,15563,65.0,145,13.8,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,628.0,6.4425401664681985,16.091143893420597,7.083387847625295,0,0
09001,5,313,75,0,2021,3,,3,23,22,20,406305,22373,717,1443,,0.31,0.09,0.08,0.08,0.09,0.04,0.05,1.05,,0,0.0,10,76.9,8,57.1,3,17.6,70741,21.1,-34078,-60.4,-1159,-61.8,-317,-18.0,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,21.666666666666668,3.0757749812275277,12.914859388077799,7.274479558773871,0,0
09009,5,313,75,0,2021,3,,5,103,124,123,1973032,145897,7149,1301,,0.77,0.43,0.52,0.51,0.61,0.31,0.63,1.26,,0,0.0,-36,-25.9,-15,-10.8,-17,-12.1,-9570,-0.5,-12573,-7.9,358,5.3,206,18.8,Textile Mills,control,Textile_Mill_2021_Q3.csv,2021-07-01,2021Q3,biden_era,1,116.66666666666667,4.75932086581535,14.49508200382913,7.170888478512505,0,0
